19:17:50,4,0.97,38.70386,-0.47839,3842.23170N,28.70330W
19:17:53,5,0.77,38.70386,-0.47842,3842.23170N,28.70520W
19:17:56,7,2.59,38.70387,-0.47828,3842.23220N,28.69670W
19:17:59,7,3.01,38.70390,-0.47843,3842.23360N,28.70590W
19:18:02,7,2.65,38.70388,-0.47829,3842.23320N,28.69770W
19:18:05,7,2.29,38.70401,-0.47831,3842.24070N,28.69840W
19:18:08,7,2.72,38.70398,-0.47827,3842.23850N,28.69650W
19:18:11,7,2.64,38.70399,-0.47834,3842.23950N,28.70070W
19:18:14,8,2.35,38.70401,-0.47840,3842.24050N,28.70410W
19:18:17,8,1.48,38.70403,-0.47845,3842.24190N,28.70730W
19:18:20,8,3.17,38.70407,-0.47846,3842.24440N,28.70790W
19:18:23,8,2.99,38.70411,-0.47845,3842.24660N,28.70730W
19:18:26,8,1.44,38.70412,-0.47847,3842.24710N,28.70850W
19:18:29,8,1.70,38.70413,-0.47851,3842.24780N,28.71040W
19:18:32,7,2.56,38.70420,-0.47854,3842.25220N,28.71260W
19:18:35,7,2.77,38.70425,-0.47855,3842.25490N,28.71280W
19:18:38,8,2.44,38.70428,-0.47856,3842.25680N,28.71350W
19:18:41,8,2.49,38.70430,-0.47859,3842.25810N,28.71560W
19:18:44,8,2.32,38.70430,-0.47864,3842.25810N,28.71840W
19:18:47,8,2.48,38.70428,-0.47868,3842.25710N,28.72110W
19:18:50,8,2.56,38.70426,-0.47873,3842.25560N,28.72370W
19:18:53,8,3.06,38.70423,-0.47877,3842.25370N,28.72610W
19:18:56,8,2.99,38.70420,-0.47882,3842.25220N,28.72910W
19:18:59,8,2.86,38.70417,-0.47886,3842.25050N,28.73160W
19:19:02,8,2.95,38.70413,-0.47901,3842.24760N,28.74040W
19:19:05,7,2.96,38.70410,-0.47908,3842.24610N,28.74470W
19:19:08,7,3.06,38.70408,-0.47913,3842.24460N,28.74790W
19:19:11,7,2.94,38.70405,-0.47918,3842.24320N,28.75090W
19:19:14,7,2.84,38.70403,-0.47923,3842.24170N,28.75360W
19:19:17,7,2.77,38.70401,-0.47927,3842.24070N,28.75600W
19:19:20,7,2.91,38.70399,-0.47930,3842.23950N,28.75830W
19:19:23,7,3.09,38.70398,-0.47935,3842.23850N,28.76100W
19:19:26,7,2.74,38.70396,-0.47939,3842.23750N,28.76350W
19:19:29,7,2.97,38.70394,-0.47943,3842.23630N,28.76600W
19:19:32,8,2.62,38.70392,-0.47948,3842.23540N,28.76860W
19:19:35,8,2.78,38.70390,-0.47952,3842.23410N,28.77110W
19:19:38,8,2.99,38.70388,-0.47956,3842.23320N,28.77360W
19:19:41,8,2.93,38.70387,-0.47960,3842.23190N,28.77610W
19:19:44,8,2.89,38.70385,-0.47964,3842.23070N,28.77840W
19:19:47,8,2.97,38.70383,-0.47968,3842.22950N,28.78080W
19:19:50,8,2.97,38.70381,-0.47972,3842.22850N,28.78310W
19:19:53,8,2.61,38.70379,-0.47976,3842.22730N,28.78560W
19:19:56,8,3.08,38.70377,-0.47980,3842.22580N,28.78800W
19:19:59,8,2.60,38.70374,-0.47984,3842.22460N,28.79040W
19:20:02,8,2.90,38.70372,-0.47988,3842.22340N,28.79290W
19:20:05,8,3.02,38.70370,-0.47992,3842.22190N,28.79540W
19:20:08,8,2.81,38.70368,-0.47996,3842.22070N,28.79770W
19:20:11,8,3.00,38.70366,-0.48000,3842.21920N,28.80020W
19:20:14,8,2.67,38.70363,-0.48004,3842.21800N,28.80270W
19:20:17,8,3.42,38.70362,-0.48010,3842.21680N,28.80580W
19:20:20,8,2.85,38.70359,-0.48014,3842.21580N,28.80850W
19:20:23,8,3.00,38.70358,-0.48019,3842.21440N,28.81120W
19:20:26,8,3.21,38.70354,-0.48023,3842.21290N,28.81390W
19:20:29,8,2.82,38.70353,-0.48027,3842.21170N,28.81640W
19:20:32,8,2.95,38.70350,-0.48031,3842.21020N,28.81890W
19:20:35,8,2.14,38.70350,-0.48036,3842.21000N,28.82140W
19:20:38,8,2.92,38.70348,-0.48040,3842.20850N,28.82380W
19:20:41,8,2.97,38.70345,-0.48043,3842.20700N,28.82610W
19:20:44,8,2.55,38.70343,-0.48047,3842.20610N,28.82850W
19:20:47,8,2.82,38.70342,-0.48051,3842.20510N,28.83070W
19:20:50,8,2.16,38.70341,-0.48055,3842.20430N,28.83290W
19:20:53,8,2.90,38.70338,-0.48059,3842.20260N,28.83560W
19:20:56,8,2.80,38.70335,-0.48064,3842.20120N,28.83840W
19:20:59,8,2.76,38.70331,-0.48069,3842.19850N,28.84170W
19:21:02,8,3.05,38.70327,-0.48075,3842.19600N,28.84490W
19:21:05,8,2.59,38.70324,-0.48079,3842.19430N,28.84730W
19:21:08,8,3.25,38.70320,-0.48083,3842.19210N,28.84990W
19:21:11,8,2.88,38.70318,-0.48087,3842.19070N,28.85240W
19:21:14,8,2.85,38.70317,-0.48091,3842.19020N,28.85450W
19:21:17,8,2.82,38.70314,-0.48095,3842.18870N,28.85690W
19:21:20,9,2.60,38.70313,-0.48099,3842.18750N,28.85940W
19:21:23,9,3.03,38.70309,-0.48103,3842.18580N,28.86170W
19:21:26,9,3.07,38.70307,-0.48107,3842.18430N,28.86400W
19:21:29,9,2.58,38.70306,-0.48111,3842.18380N,28.86650W
19:21:32,9,3.05,38.70304,-0.48115,3842.18240N,28.86910W
19:21:35,8,3.01,38.70301,-0.48119,3842.18090N,28.87160W
19:21:38,8,2.83,38.70300,-0.48124,3842.17970N,28.87420W
19:21:41,9,2.86,38.70298,-0.48128,3842.17870N,28.87680W
19:21:44,9,2.63,38.70296,-0.48132,3842.17750N,28.87920W
19:21:47,8,2.68,38.70294,-0.48136,3842.17650N,28.88160W
19:21:50,9,2.26,38.70293,-0.48139,3842.17530N,28.88350W
19:21:53,9,3.03,38.70291,-0.48143,3842.17480N,28.88590W
19:21:56,8,2.50,38.70292,-0.48147,3842.17500N,28.88810W
19:21:59,9,2.96,38.70289,-0.48151,3842.17330N,28.89050W
19:22:02,8,3.26,38.70286,-0.48155,3842.17140N,28.89320W
19:22:05,9,2.57,38.70284,-0.48159,3842.17040N,28.89570W
19:22:08,8,2.85,38.70282,-0.48164,3842.16890N,28.89820W
19:22:11,8,2.77,38.70279,-0.48168,3842.16750N,28.90060W
19:22:14,8,2.86,38.70277,-0.48172,3842.16630N,28.90310W
19:22:17,9,2.53,38.70275,-0.48176,3842.16480N,28.90550W
19:22:20,8,2.95,38.70273,-0.48180,3842.16360N,28.90820W
19:22:23,8,2.87,38.70270,-0.48185,3842.16210N,28.91100W
19:22:26,9,3.01,38.70269,-0.48190,3842.16090N,28.91380W
19:22:29,9,2.72,38.70268,-0.48195,3842.16090N,28.91700W
19:22:32,9,2.26,38.70268,-0.48200,3842.16090N,28.92000W
19:22:35,9,2.52,38.70267,-0.48204,3842.16040N,28.92270W
19:22:38,9,2.26,38.70266,-0.48209,3842.15970N,28.92540W
19:22:41,9,1.54,38.70263,-0.48210,3842.15820N,28.92610W
19:22:44,9,3.09,38.70261,-0.48208,3842.15630N,28.92460W
19:22:47,9,3.10,38.70258,-0.48204,3842.15450N,28.92270W
19:22:50,9,2.04,38.70257,-0.48202,3842.15430N,28.92130W
19:22:53,9,1.76,38.70256,-0.48200,3842.15330N,28.92000W
19:22:56,9,1.89,38.70255,-0.48197,3842.15260N,28.91810W
19:22:59,9,2.52,38.70253,-0.48194,3842.15190N,28.91620W
19:23:02,9,2.67,38.70253,-0.48190,3842.15140N,28.91410W
19:23:05,9,3.08,38.70251,-0.48187,3842.15040N,28.91230W
19:23:08,9,2.78,38.70249,-0.48184,3842.14920N,28.91030W
19:23:11,9,2.10,38.70246,-0.48181,3842.14750N,28.90880W
19:23:14,9,2.89,38.70243,-0.48178,3842.14600N,28.90660W
19:23:17,9,1.57,38.70242,-0.48175,3842.14530N,28.90510W
19:23:20,9,1.90,38.70241,-0.48172,3842.14450N,28.90330W
19:23:23,9,1.99,38.70238,-0.48169,3842.14280N,28.90170W
19:23:26,9,2.09,38.70235,-0.48167,3842.14140N,28.90010W
19:23:29,9,2.26,38.70233,-0.48164,3842.13990N,28.89870W
19:23:32,9,1.99,38.70230,-0.48162,3842.13820N,28.89750W
19:23:35,9,2.11,38.70228,-0.48159,3842.13700N,28.89550W
19:23:38,9,1.95,38.70226,-0.48157,3842.13570N,28.89410W
19:23:41,9,1.71,38.70225,-0.48154,3842.13500N,28.89240W
19:23:44,9,1.88,38.70223,-0.48151,3842.13350N,28.89060W
19:23:47,9,2.28,38.70218,-0.48145,3842.13090N,28.88720W
19:23:50,9,2.33,38.70213,-0.48139,3842.12770N,28.88340W
19:23:53,9,3.11,38.70206,-0.48134,3842.12380N,28.88060W
19:23:56,9,2.54,38.70204,-0.48131,3842.12230N,28.87860W
19:23:59,9,2.74,38.70201,-0.48127,3842.12080N,28.87600W
19:24:02,8,2.56,38.70197,-0.48123,3842.11820N,28.87380W
19:24:05,9,2.07,38.70193,-0.48119,3842.11570N,28.87130W
19:24:08,9,2.93,38.70187,-0.48115,3842.11250N,28.86920W
19:24:11,9,2.79,38.70183,-0.48111,3842.10960N,28.86690W
19:24:14,9,2.17,38.70179,-0.48108,3842.10740N,28.86490W
19:24:17,9,2.73,38.70175,-0.48103,3842.10470N,28.86170W
19:24:20,9,2.67,38.70173,-0.48097,3842.10400N,28.85820W
19:24:23,9,2.13,38.70171,-0.48094,3842.10280N,28.85620W
19:24:26,9,1.63,38.70169,-0.48091,3842.10130N,28.85480W
19:24:29,9,2.00,38.70169,-0.48088,3842.10110N,28.85260W
19:24:32,9,2.48,38.70174,-0.48083,3842.10450N,28.84960W
19:24:35,8,3.09,38.70179,-0.48079,3842.10720N,28.84740W
19:24:38,8,2.89,38.70182,-0.48075,3842.10910N,28.84520W
19:24:41,8,2.75,38.70186,-0.48072,3842.11160N,28.84320W
19:24:44,8,2.79,38.70189,-0.48068,3842.11380N,28.84100W
19:24:47,8,2.74,38.70192,-0.48064,3842.11520N,28.83830W
19:24:50,8,2.80,38.70194,-0.48059,3842.11650N,28.83520W
19:24:53,9,2.47,38.70195,-0.48052,3842.11670N,28.83130W
19:24:56,8,2.94,38.70195,-0.48047,3842.11720N,28.82800W
19:24:59,8,2.75,38.70198,-0.48043,3842.11890N,28.82600W
19:25:02,8,1.38,38.70199,-0.48041,3842.11960N,28.82490W
19:25:05,7,2.96,38.70201,-0.48037,3842.12110N,28.82220W
19:25:08,7,2.61,38.70205,-0.48034,3842.12330N,28.82060W
19:25:11,9,3.09,38.70209,-0.48030,3842.12520N,28.81810W
19:25:14,8,2.63,38.70211,-0.48025,3842.12650N,28.81510W
19:25:17,8,2.82,38.70214,-0.48020,3842.12840N,28.81230W
19:25:20,7,2.75,38.70217,-0.48017,3842.13040N,28.81020W
19:25:23,7,2.44,38.70220,-0.48013,3842.13210N,28.80790W
19:25:26,7,2.71,38.70223,-0.48009,3842.13380N,28.80550W
19:25:29,7,3.16,38.70226,-0.48005,3842.13550N,28.80310W
19:25:32,7,2.77,38.70229,-0.48003,3842.13750N,28.80200W
19:25:35,8,2.11,38.70231,-0.48001,3842.13870N,28.80040W
19:25:38,8,2.66,38.70234,-0.47997,3842.14010N,28.79830W
19:25:41,7,2.36,38.70237,-0.47995,3842.14210N,28.79730W
19:25:44,9,3.06,38.70240,-0.47990,3842.14380N,28.79420W
19:25:47,9,2.75,38.70243,-0.47986,3842.14550N,28.79160W
19:25:50,9,2.68,38.70246,-0.47982,3842.14770N,28.78920W
19:25:53,9,2.59,38.70248,-0.47979,3842.14890N,28.78720W
19:25:56,9,1.87,38.70251,-0.47977,3842.15090N,28.78630W
19:25:59,9,2.34,38.70255,-0.47974,3842.15330N,28.78420W
19:26:02,8,2.31,38.70258,-0.47970,3842.15480N,28.78200W
19:26:05,8,3.11,38.70261,-0.47964,3842.15650N,28.77870W
19:26:08,8,2.55,38.70263,-0.47959,3842.15800N,28.77530W
19:26:11,8,2.57,38.70265,-0.47954,3842.15920N,28.77260W
19:26:14,8,2.52,38.70269,-0.47951,3842.16110N,28.77090W
19:26:17,8,3.14,38.70273,-0.47948,3842.16380N,28.76910W
19:26:20,8,2.68,38.70276,-0.47945,3842.16550N,28.76700W
19:26:23,8,2.67,38.70279,-0.47942,3842.16720N,28.76510W
19:26:26,8,2.44,38.70282,-0.47939,3842.16920N,28.76370W
19:26:29,8,2.57,38.70285,-0.47936,3842.17070N,28.76150W
19:26:32,9,2.67,38.70288,-0.47933,3842.17260N,28.75970W
19:26:35,7,2.68,38.70290,-0.47929,3842.17430N,28.75750W
19:26:38,7,2.91,38.70293,-0.47926,3842.17600N,28.75540W
19:26:41,8,2.61,38.70297,-0.47923,3842.17820N,28.75360W
19:26:44,8,2.65,38.70300,-0.47919,3842.18020N,28.75160W
19:26:47,6,2.67,38.70303,-0.47916,3842.18190N,28.74970W
19:26:50,8,2.45,38.70306,-0.47912,3842.18330N,28.74720W
19:26:53,8,2.66,38.70308,-0.47907,3842.18460N,28.74450W
19:26:56,9,2.49,38.70311,-0.47903,3842.18630N,28.74210W
19:26:59,8,2.21,38.70314,-0.47900,3842.18850N,28.74010W
19:27:02,9,1.93,38.70318,-0.47897,3842.19070N,28.73850W
19:27:05,9,1.61,38.70320,-0.47895,3842.19210N,28.73730W
19:27:08,8,3.18,38.70325,-0.47892,3842.19510N,28.73500W
19:27:11,9,2.60,38.70328,-0.47888,3842.19700N,28.73300W
19:27:14,9,2.88,38.70331,-0.47885,3842.19850N,28.73100W
19:27:17,9,3.03,38.70334,-0.47882,3842.20040N,28.72910W
19:27:20,8,2.18,38.70337,-0.47879,3842.20210N,28.72770W
19:27:23,8,2.30,38.70340,-0.47877,3842.20410N,28.72620W
19:27:26,9,2.50,38.70343,-0.47873,3842.20560N,28.72400W
19:27:29,9,2.73,38.70346,-0.47871,3842.20800N,28.72240W
19:27:32,9,2.55,38.70350,-0.47868,3842.21000N,28.72090W
19:27:35,8,2.53,38.70353,-0.47864,3842.21170N,28.71870W
19:27:38,7,2.69,38.70356,-0.47861,3842.21340N,28.71660W
19:27:41,8,3.16,38.70359,-0.47857,3842.21530N,28.71450W
19:27:44,8,2.58,38.70361,-0.47854,3842.21680N,28.71240W
19:27:47,7,2.69,38.70364,-0.47851,3842.21800N,28.71040W
19:27:50,8,2.61,38.70366,-0.47848,3842.21950N,28.70860W
19:27:53,8,1.94,38.70368,-0.47844,3842.22070N,28.70660W
19:27:56,7,2.82,38.70370,-0.47841,3842.22190N,28.70490W
19:27:59,7,2.87,38.70374,-0.47840,3842.22410N,28.70400W
19:28:02,6,2.70,38.70376,-0.47841,3842.22560N,28.70470W
19:28:05,6,3.32,38.70378,-0.47845,3842.22660N,28.70710W
19:28:08,6,0.66,38.70378,-0.47848,3842.22680N,28.70900W
19:28:11,7,1.96,38.70379,-0.47851,3842.22730N,28.71090W
19:28:14,6,0.60,38.70379,-0.47852,3842.22730N,28.71100W
19:28:17,7,0.30,38.70379,-0.47851,3842.22730N,28.71060W
